Type,ID,SKU/SELECTION,NAME/DESCRIPTION,UNIT,QYT,Brands,Attribute 1 value(s),PRICE,WHOLESALE PRICE,VAT  TYPE,DISC %,DISCOUNT,EXCLUSIVE,VAT,TOTAL,Description ( WEBSITE ),Categories
simple,33191-3XL-Orange,13-3XL,"Orange hiviz T shirt 120g Micromesh size S - Size 3XL, Colour Orange",,,Pinnacle,"Size: 3XL
Colour: Orange",R 80.00,R 71.00,,,,,,,"Orange hiviz T shirt 120g Micromesh - 120g by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33192-M-Black,13-M,"Black Crew neck T-shirt 100% cotton 160g  size M - Size M, Colour Black",,,Pinnacle,"Size: M
Colour: Black",R 64.00,R 58.00,,,,,,,"Black Crew neck T-shirt 100% cotton 160g - 160g by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33192-L-Black,13-L,"Black Crew neck T-shirt 100% cotton 160g  size M - Size L, Colour Black",,,Pinnacle,"Size: L
Colour: Black",R 64.00,R 58.00,,,,,,,"Black Crew neck T-shirt 100% cotton 160g - 160g by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33192-XL-Black,13-XL,"Black Crew neck T-shirt 100% cotton 160g  size M - Size XL, Colour Black",,,Pinnacle,"Size: XL
Colour: Black",R 64.00,R 58.00,,,,,,,"Black Crew neck T-shirt 100% cotton 160g - 160g by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33192-2XL-Black,13-2XL,"Black Crew neck T-shirt 100% cotton 160g  size M - Size 2XL, Colour Black",,,Pinnacle,"Size: 2XL
Colour: Black",R 64.00,R 58.00,,,,,,,"Black Crew neck T-shirt 100% cotton 160g - 160g by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33193-M-Navy,13-M,"Navy  Crew neck T-shirt 100% cotton 160g  size M - Size M, Colour Navy",,,Pinnacle,"Size: M
Colour: Navy",R 64.00,R 58.00,,,,,,,"Navy Crew neck T-shirt 100% cotton 160g - 160g by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33193-L-Navy,13-L,"Navy  Crew neck T-shirt 100% cotton 160g  size M - Size L, Colour Navy",,,Pinnacle,"Size: L
Colour: Navy",R 64.00,R 58.00,,,,,,,"Navy Crew neck T-shirt 100% cotton 160g - 160g by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33193-XL-Navy,13-XL,"Navy  Crew neck T-shirt 100% cotton 160g  size M - Size XL, Colour Navy",,,Pinnacle,"Size: XL
Colour: Navy",R 64.00,R 58.00,,,,,,,"Navy Crew neck T-shirt 100% cotton 160g - 160g by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33193-2XL-Navy,13-2XL,"Navy  Crew neck T-shirt 100% cotton 160g  size M - Size 2XL, Colour Navy",,,Pinnacle,"Size: 2XL
Colour: Navy",R 64.00,R 58.00,,,,,,,"Navy Crew neck T-shirt 100% cotton 160g - 160g by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33194-M-White,13-M,"White  Crew neck T-shirt 100% cotton 160g  size M - Size M, Colour White",,,Pinnacle,"Size: M
Colour: White",R 64.00,R 58.00,,,,,,,"White Crew neck T-shirt 100% cotton 160g - 160g by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33194-L-White,13-L,"White  Crew neck T-shirt 100% cotton 160g  size M - Size L, Colour White",,,Pinnacle,"Size: L
Colour: White",R 64.00,R 58.00,,,,,,,"White Crew neck T-shirt 100% cotton 160g - 160g by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33194-XL-White,13-XL,"White  Crew neck T-shirt 100% cotton 160g  size M - Size XL, Colour White",,,Pinnacle,"Size: XL
Colour: White",R 64.00,R 58.00,,,,,,,"White Crew neck T-shirt 100% cotton 160g - 160g by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33194-2XL-White,13-2XL,"White  Crew neck T-shirt 100% cotton 160g  size M - Size 2XL, Colour White",,,Pinnacle,"Size: 2XL
Colour: White",R 64.00,R 58.00,,,,,,,"White Crew neck T-shirt 100% cotton 160g - 160g by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33195-S-Royal Blue,13-S,"Royal Blue Crew neck T-shirt 100% cotton 160g  size S - Size S, Colour Royal Blue",,,Pinnacle,"Size: S
Colour: Royal Blue",R 64.00,R 58.00,,,,,,,"Royal Blue Crew neck T-shirt 100% cotton 160g - 160g by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33195-M-Royal Blue,13-M,"Royal Blue Crew neck T-shirt 100% cotton 160g  size S - Size M, Colour Royal Blue",,,Pinnacle,"Size: M
Colour: Royal Blue",R 64.00,R 58.00,,,,,,,"Royal Blue Crew neck T-shirt 100% cotton 160g - 160g by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33195-L-Royal Blue,13-L,"Royal Blue Crew neck T-shirt 100% cotton 160g  size S - Size L, Colour Royal Blue",,,Pinnacle,"Size: L
Colour: Royal Blue",R 64.00,R 58.00,,,,,,,"Royal Blue Crew neck T-shirt 100% cotton 160g - 160g by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33195-XL-Royal Blue,13-XL,"Royal Blue Crew neck T-shirt 100% cotton 160g  size S - Size XL, Colour Royal Blue",,,Pinnacle,"Size: XL
Colour: Royal Blue",R 64.00,R 58.00,,,,,,,"Royal Blue Crew neck T-shirt 100% cotton 160g - 160g by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33195-2XL-Royal Blue,13-2XL,"Royal Blue Crew neck T-shirt 100% cotton 160g  size S - Size 2XL, Colour Royal Blue",,,Pinnacle,"Size: 2XL
Colour: Royal Blue",R 64.00,R 58.00,,,,,,,"Royal Blue Crew neck T-shirt 100% cotton 160g - 160g by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33196-M-Red,13-M,"Red Crew neck T-shirt 100% cotton 160g  size M - Size M, Colour Red",,,Pinnacle,"Size: M
Colour: Red",R 64.00,R 58.00,,,,,,,"Red Crew neck T-shirt 100% cotton 160g - 160g by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33196-L-Red,13-L,"Red Crew neck T-shirt 100% cotton 160g  size M - Size L, Colour Red",,,Pinnacle,"Size: L
Colour: Red",R 64.00,R 58.00,,,,,,,"Red Crew neck T-shirt 100% cotton 160g - 160g by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33196-XL-Red,13-XL,"Red Crew neck T-shirt 100% cotton 160g  size M - Size XL, Colour Red",,,Pinnacle,"Size: XL
Colour: Red",R 64.00,R 58.00,,,,,,,"Red Crew neck T-shirt 100% cotton 160g - 160g by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33196-2XL-Red,13-2XL,"Red Crew neck T-shirt 100% cotton 160g  size M - Size 2XL, Colour Red",,,Pinnacle,"Size: 2XL
Colour: Red",R 64.00,R 58.00,,,,,,,"Red Crew neck T-shirt 100% cotton 160g - 160g by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33197-M-Lime,13-M,"Lime Crew neck T-shirt 100% cotton 160g  size M - Size M, Colour Lime",,,Pinnacle,"Size: M
Colour: Lime",R 64.00,R 58.00,,,,,,,"Lime Crew neck T-shirt 100% cotton 160g - 160g by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33197-L-Lime,13-L,"Lime Crew neck T-shirt 100% cotton 160g  size M - Size L, Colour Lime",,,Pinnacle,"Size: L
Colour: Lime",R 64.00,R 58.00,,,,,,,"Lime Crew neck T-shirt 100% cotton 160g - 160g by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33197-XL-Lime,13-XL,"Lime Crew neck T-shirt 100% cotton 160g  size M - Size XL, Colour Lime",,,Pinnacle,"Size: XL
Colour: Lime",R 64.00,R 58.00,,,,,,,"Lime Crew neck T-shirt 100% cotton 160g - 160g by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33197-2XL-Lime,13-2XL,"Lime Crew neck T-shirt 100% cotton 160g  size M - Size 2XL, Colour Lime",,,Pinnacle,"Size: 2XL
Colour: Lime",R 64.00,R 58.00,,,,,,,"Lime Crew neck T-shirt 100% cotton 160g - 160g by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33198-M-Orange,13-M,"Orange Crew neck T-shirt 100% cotton 160g  size M - Size M, Colour Orange",,,Pinnacle,"Size: M
Colour: Orange",R 64.00,R 58.00,,,,,,,"Orange Crew neck T-shirt 100% cotton 160g - 160g by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33198-L-Orange,13-L,"Orange Crew neck T-shirt 100% cotton 160g  size M - Size L, Colour Orange",,,Pinnacle,"Size: L
Colour: Orange",R 64.00,R 58.00,,,,,,,"Orange Crew neck T-shirt 100% cotton 160g - 160g by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33198-XL-Orange,13-XL,"Orange Crew neck T-shirt 100% cotton 160g  size M - Size XL, Colour Orange",,,Pinnacle,"Size: XL
Colour: Orange",R 64.00,R 58.00,,,,,,,"Orange Crew neck T-shirt 100% cotton 160g - 160g by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33198-2XL-Orange,13-2XL,"Orange Crew neck T-shirt 100% cotton 160g  size M - Size 2XL, Colour Orange",,,Pinnacle,"Size: 2XL
Colour: Orange",R 64.00,R 58.00,,,,,,,"Orange Crew neck T-shirt 100% cotton 160g - 160g by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33199-S-Black,13-GOLFBL-S,"Golf shirt black polycotton - Size S, Colour Black",,,Pinnacle,"Size: S
Colour: Black",R 98.00,R 88.00,,,,,,,"Golf shirt black polycotton by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33199-M-Black,13-GOLFBL-M,"Golf shirt black polycotton - Size M, Colour Black",,,Pinnacle,"Size: M
Colour: Black",R 98.00,R 88.00,,,,,,,"Golf shirt black polycotton by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33199-L-Black,13-GOLFBL-L,"Golf shirt black polycotton - Size L, Colour Black",,,Pinnacle,"Size: L
Colour: Black",R 98.00,R 88.00,,,,,,,"Golf shirt black polycotton by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33199-XL-Black,13-GOLFBL-XL,"Golf shirt black polycotton - Size XL, Colour Black",,,Pinnacle,"Size: XL
Colour: Black",R 98.00,R 88.00,,,,,,,"Golf shirt black polycotton by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33199-2XL-Black,13-GOLFBL-2XL,"Golf shirt black polycotton - Size 2XL, Colour Black",,,Pinnacle,"Size: 2XL
Colour: Black",R 98.00,R 88.00,,,,,,,"Golf shirt black polycotton by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33199-3XL-Black,13-GOLFBL-3XL,"Golf shirt black polycotton - Size 3XL, Colour Black",,,Pinnacle,"Size: 3XL
Colour: Black",R 98.00,R 88.00,,,,,,,"Golf shirt black polycotton by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33200-S-Navy,13-GOLFNV-S,"Golf shirt navy polycotton - Size S, Colour Navy",,,Pinnacle,"Size: S
Colour: Navy",R 98.00,R 88.00,,,,,,,"Golf shirt navy polycotton by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33200-M-Navy,13-GOLFNV-M,"Golf shirt navy polycotton - Size M, Colour Navy",,,Pinnacle,"Size: M
Colour: Navy",R 98.00,R 88.00,,,,,,,"Golf shirt navy polycotton by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33200-L-Navy,13-GOLFNV-L,"Golf shirt navy polycotton - Size L, Colour Navy",,,Pinnacle,"Size: L
Colour: Navy",R 98.00,R 88.00,,,,,,,"Golf shirt navy polycotton by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33200-XL-Navy,13-GOLFNV-XL,"Golf shirt navy polycotton - Size XL, Colour Navy",,,Pinnacle,"Size: XL
Colour: Navy",R 98.00,R 88.00,,,,,,,"Golf shirt navy polycotton by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33200-2XL-Navy,13-GOLFNV-2XL,"Golf shirt navy polycotton - Size 2XL, Colour Navy",,,Pinnacle,"Size: 2XL
Colour: Navy",R 98.00,R 88.00,,,,,,,"Golf shirt navy polycotton by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33200-3XL-Navy,13-GOLFNV-3XL,"Golf shirt navy polycotton - Size 3XL, Colour Navy",,,Pinnacle,"Size: 3XL
Colour: Navy",R 98.00,R 88.00,,,,,,,"Golf shirt navy polycotton by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33201-S-Red,13-GOLFRE-S,"Golf shirt red polycotton - Size S, Colour Red",,,Pinnacle,"Size: S
Colour: Red",R 98.00,R 88.00,,,,,,,"Golf shirt red polycotton by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33201-M-Red,13-GOLFRE-M,"Golf shirt red polycotton - Size M, Colour Red",,,Pinnacle,"Size: M
Colour: Red",R 98.00,R 88.00,,,,,,,"Golf shirt red polycotton by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33201-L-Red,13-GOLFRE-L,"Golf shirt red polycotton - Size L, Colour Red",,,Pinnacle,"Size: L
Colour: Red",R 98.00,R 88.00,,,,,,,"Golf shirt red polycotton by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33201-XL-Red,13-GOLFRE-XL,"Golf shirt red polycotton - Size XL, Colour Red",,,Pinnacle,"Size: XL
Colour: Red",R 98.00,R 88.00,,,,,,,"Golf shirt red polycotton by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33201-2XL-Red,13-GOLFRE-2XL,"Golf shirt red polycotton - Size 2XL, Colour Red",,,Pinnacle,"Size: 2XL
Colour: Red",R 98.00,R 88.00,,,,,,,"Golf shirt red polycotton by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33201-3XL-Red,13-GOLFRE-3XL,"Golf shirt red polycotton - Size 3XL, Colour Red",,,Pinnacle,"Size: 3XL
Colour: Red",R 98.00,R 88.00,,,,,,,"Golf shirt red polycotton by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33202-M-Fatigue,13-TT11FM-M,"Homegrown lady's short sleeve shirt fatigue - Size M, Colour Fatigue",,,Pinnacle,"Size: M
Colour: Fatigue",R 259.00,R 231.00,,,,,,,"Homegrown lady's short sleeve shirt fatigue by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33202-L-Fatigue,13-TT11FM-L,"Homegrown lady's short sleeve shirt fatigue - Size L, Colour Fatigue",,,Pinnacle,"Size: L
Colour: Fatigue",R 259.00,R 231.00,,,,,,,"Homegrown lady's short sleeve shirt fatigue by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33202-XL-Fatigue,13-TT11FM-XL,"Homegrown lady's short sleeve shirt fatigue - Size XL, Colour Fatigue",,,Pinnacle,"Size: XL
Colour: Fatigue",R 259.00,R 231.00,,,,,,,"Homegrown lady's short sleeve shirt fatigue by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33202-2XL-Fatigue,13-TT11FM-2XL,"Homegrown lady's short sleeve shirt fatigue - Size 2XL, Colour Fatigue",,,Pinnacle,"Size: 2XL
Colour: Fatigue",R 259.00,R 231.00,,,,,,,"Homegrown lady's short sleeve shirt fatigue by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33203-M-Navy,13-TT11NM-M,"Homegrown lady's short sleeve shirt navy - Size M, Colour Navy",,,Pinnacle,"Size: M
Colour: Navy",R 259.00,R 231.00,,,,,,,"Homegrown lady's short sleeve shirt navy by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33203-L-Navy,13-TT11NM-L,"Homegrown lady's short sleeve shirt navy - Size L, Colour Navy",,,Pinnacle,"Size: L
Colour: Navy",R 259.00,R 231.00,,,,,,,"Homegrown lady's short sleeve shirt navy by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33203-XL-Navy,13-TT11NM-XL,"Homegrown lady's short sleeve shirt navy - Size XL, Colour Navy",,,Pinnacle,"Size: XL
Colour: Navy",R 259.00,R 231.00,,,,,,,"Homegrown lady's short sleeve shirt navy by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33203-2XL-Navy,13-TT11NM-2XL,"Homegrown lady's short sleeve shirt navy - Size 2XL, Colour Navy",,,Pinnacle,"Size: 2XL
Colour: Navy",R 259.00,R 231.00,,,,,,,"Homegrown lady's short sleeve shirt navy by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33204-M-Stone,13-TT11SM-M,"Homegrown lady's short sleeve shirt stone - Size M, Colour Stone",,,Pinnacle,"Size: M
Colour: Stone",R 259.00,R 231.00,,,,,,,"Homegrown lady's short sleeve shirt stone by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33204-L-Stone,13-TT11SM-L,"Homegrown lady's short sleeve shirt stone - Size L, Colour Stone",,,Pinnacle,"Size: L
Colour: Stone",R 259.00,R 231.00,,,,,,,"Homegrown lady's short sleeve shirt stone by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33204-XL-Stone,13-TT11SM-XL,"Homegrown lady's short sleeve shirt stone - Size XL, Colour Stone",,,Pinnacle,"Size: XL
Colour: Stone",R 259.00,R 231.00,,,,,,,"Homegrown lady's short sleeve shirt stone by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33204-2XL-Stone,13-TT11SM-2XL,"Homegrown lady's short sleeve shirt stone - Size 2XL, Colour Stone",,,Pinnacle,"Size: 2XL
Colour: Stone",R 259.00,R 231.00,,,,,,,"Homegrown lady's short sleeve shirt stone by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33205-M-Fatigue,13-TT13FM-M,"Homegrown man's short sleeve shirt fatigue - Size M, Colour Fatigue",,,Pinnacle,"Size: M
Colour: Fatigue",R 259.00,R 231.00,,,,,,,"Homegrown man's short sleeve shirt fatigue  by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33205-L-Fatigue,13-TT13FM-L,"Homegrown man's short sleeve shirt fatigue - Size L, Colour Fatigue",,,Pinnacle,"Size: L
Colour: Fatigue",R 259.00,R 231.00,,,,,,,"Homegrown man's short sleeve shirt fatigue  by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33205-XL-Fatigue,13-TT13FM-XL,"Homegrown man's short sleeve shirt fatigue - Size XL, Colour Fatigue",,,Pinnacle,"Size: XL
Colour: Fatigue",R 259.00,R 231.00,,,,,,,"Homegrown man's short sleeve shirt fatigue  by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33205-2XL-Fatigue,13-TT13FM-2XL,"Homegrown man's short sleeve shirt fatigue - Size 2XL, Colour Fatigue",,,Pinnacle,"Size: 2XL
Colour: Fatigue",R 259.00,R 231.00,,,,,,,"Homegrown man's short sleeve shirt fatigue  by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33206-M-Navy,13-TT13NM-M,"Homegrown man's short sleeve shirt navy - Size M, Colour Navy",,,Pinnacle,"Size: M
Colour: Navy",R 259.00,R 231.00,,,,,,,"Homegrown man's short sleeve shirt navy by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33206-L-Navy,13-TT13NM-L,"Homegrown man's short sleeve shirt navy - Size L, Colour Navy",,,Pinnacle,"Size: L
Colour: Navy",R 259.00,R 231.00,,,,,,,"Homegrown man's short sleeve shirt navy by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33206-XL-Navy,13-TT13NM-XL,"Homegrown man's short sleeve shirt navy - Size XL, Colour Navy",,,Pinnacle,"Size: XL
Colour: Navy",R 259.00,R 231.00,,,,,,,"Homegrown man's short sleeve shirt navy by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33206-2XL-Navy,13-TT13NM-2XL,"Homegrown man's short sleeve shirt navy - Size 2XL, Colour Navy",,,Pinnacle,"Size: 2XL
Colour: Navy",R 259.00,R 231.00,,,,,,,"Homegrown man's short sleeve shirt navy by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33207-M-Stone,13-TT13SM-M,"Homegrown man's short sleeve shirt stone - Size M, Colour Stone",,,Pinnacle,"Size: M
Colour: Stone",R 259.00,R 231.00,,,,,,,"Homegrown man's short sleeve shirt stone by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33207-L-Stone,13-TT13SM-L,"Homegrown man's short sleeve shirt stone - Size L, Colour Stone",,,Pinnacle,"Size: L
Colour: Stone",R 259.00,R 231.00,,,,,,,"Homegrown man's short sleeve shirt stone by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33207-XL-Stone,13-TT13SM-XL,"Homegrown man's short sleeve shirt stone - Size XL, Colour Stone",,,Pinnacle,"Size: XL
Colour: Stone",R 259.00,R 231.00,,,,,,,"Homegrown man's short sleeve shirt stone by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33207-2XL-Stone,13-TT13SM-2XL,"Homegrown man's short sleeve shirt stone - Size 2XL, Colour Stone",,,Pinnacle,"Size: 2XL
Colour: Stone",R 259.00,R 231.00,,,,,,,"Homegrown man's short sleeve shirt stone by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33208-M-Stone,13-TT-M,"2 Tone farm shirt size - Size M, Colour Stone",,,Pinnacle,"Size: M
Colour: Stone",R 259.00,R 231.00,,,,,,,"2 Tone farm shirt by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33208-L-Stone,13-TT-L,"2 Tone farm shirt size - Size L, Colour Stone",,,Pinnacle,"Size: L
Colour: Stone",R 259.00,R 231.00,,,,,,,"2 Tone farm shirt by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
