product_slug,sku,name,Categories,categories_slug,category_slug,Brand,brand_slug_origenal,Image,URL,Attributes_origenal,attributes,Price,Regular,Price.1,Sale,Price.2,type,images,variant,description,short_description,stock,brand_slug
502,BUNNJACK-2XL-L,Bunny Jacket,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""2XL"",""Colour"":""Lime""}",,,,,,,/04/1.png,,"The Pinnacle Bunny Jacket offers lightweight insulated warmth suitable for outdoor and industrial wear. Its quilted construction traps heat while remaining breathable and comfortable. Suitable for construction, logistics and general outdoor work in cooler conditions.",Insulated bunny jacket offering lightweight warmth for outdoor and industrial wear.,10,pinnacle
502,BUNNJACK-3XL-L,Bunny Jacket,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""3XL"",""Colour"":""Lime""}",,,,,,,/04/1.png,,"The Pinnacle Bunny Jacket offers lightweight insulated warmth suitable for outdoor and industrial wear. Its quilted construction traps heat while remaining breathable and comfortable. Suitable for construction, logistics and general outdoor work in cooler conditions.",Insulated bunny jacket offering lightweight warmth for outdoor and industrial wear.,10,pinnacle
502,BUNNJACK-4XL-L,Bunny Jacket,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""4XL"",""Colour"":""Lime""}",,,,,,,/04/1.png,,"The Pinnacle Bunny Jacket offers lightweight insulated warmth suitable for outdoor and industrial wear. Its quilted construction traps heat while remaining breathable and comfortable. Suitable for construction, logistics and general outdoor work in cooler conditions.",Insulated bunny jacket offering lightweight warmth for outdoor and industrial wear.,10,pinnacle
502,13-5XL-L,Bunny Jacket,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""5XL"",""Colour"":""Lime""}",,,,,,,/04/1.png,,"The Pinnacle Bunny Jacket offers lightweight insulated warmth suitable for outdoor and industrial wear. Its quilted construction traps heat while remaining breathable and comfortable. Suitable for construction, logistics and general outdoor work in cooler conditions.",Insulated bunny jacket offering lightweight warmth for outdoor and industrial wear.,10,pinnacle
502,BUNNJACK-S-O,Bunny Jacket,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""S"",""Colour"":""Orange""}",,,,,,,/04/1.png,,"The Pinnacle Bunny Jacket offers lightweight insulated warmth suitable for outdoor and industrial wear. Its quilted construction traps heat while remaining breathable and comfortable. Suitable for construction, logistics and general outdoor work in cooler conditions.",Insulated bunny jacket offering lightweight warmth for outdoor and industrial wear.,10,pinnacle
502,BUNNJACK-M-O,Bunny Jacket,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""M"",""Colour"":""Orange""}",,,,,,,/04/1.png,,"The Pinnacle Bunny Jacket offers lightweight insulated warmth suitable for outdoor and industrial wear. Its quilted construction traps heat while remaining breathable and comfortable. Suitable for construction, logistics and general outdoor work in cooler conditions.",Insulated bunny jacket offering lightweight warmth for outdoor and industrial wear.,10,pinnacle
502,BUNNJACK-L-O,Bunny Jacket,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""L"",""Colour"":""Orange""}",,,,,,,/04/1.png,,"The Pinnacle Bunny Jacket offers lightweight insulated warmth suitable for outdoor and industrial wear. Its quilted construction traps heat while remaining breathable and comfortable. Suitable for construction, logistics and general outdoor work in cooler conditions.",Insulated bunny jacket offering lightweight warmth for outdoor and industrial wear.,10,pinnacle
502,BUNNJACK-XL-O,Bunny Jacket,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""XL"",""Colour"":""Orange""}",,,,,,,/04/1.png,,"The Pinnacle Bunny Jacket offers lightweight insulated warmth suitable for outdoor and industrial wear. Its quilted construction traps heat while remaining breathable and comfortable. Suitable for construction, logistics and general outdoor work in cooler conditions.",Insulated bunny jacket offering lightweight warmth for outdoor and industrial wear.,10,pinnacle
502,BUNNJACK-2XL-O,Bunny Jacket,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""2XL"",""Colour"":""Orange""}",,,,,,,/04/1.png,,"The Pinnacle Bunny Jacket offers lightweight insulated warmth suitable for outdoor and industrial wear. Its quilted construction traps heat while remaining breathable and comfortable. Suitable for construction, logistics and general outdoor work in cooler conditions.",Insulated bunny jacket offering lightweight warmth for outdoor and industrial wear.,10,pinnacle
502,BUNNJACK-3XL-O,Bunny Jacket,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""3XL"",""Colour"":""Orange""}",,,,,,,/04/1.png,,"The Pinnacle Bunny Jacket offers lightweight insulated warmth suitable for outdoor and industrial wear. Its quilted construction traps heat while remaining breathable and comfortable. Suitable for construction, logistics and general outdoor work in cooler conditions.",Insulated bunny jacket offering lightweight warmth for outdoor and industrial wear.,10,pinnacle
502,BUNNJACK-4XL-O,Bunny Jacket,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""4XL"",""Colour"":""Orange""}",,,,,,,/04/1.png,,"The Pinnacle Bunny Jacket offers lightweight insulated warmth suitable for outdoor and industrial wear. Its quilted construction traps heat while remaining breathable and comfortable. Suitable for construction, logistics and general outdoor work in cooler conditions.",Insulated bunny jacket offering lightweight warmth for outdoor and industrial wear.,10,pinnacle
502,13-5XL-O,Bunny Jacket,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""5XL"",""Colour"":""Orange""}",,,,,,,/04/1.png,,"The Pinnacle Bunny Jacket offers lightweight insulated warmth suitable for outdoor and industrial wear. Its quilted construction traps heat while remaining breathable and comfortable. Suitable for construction, logistics and general outdoor work in cooler conditions.",Insulated bunny jacket offering lightweight warmth for outdoor and industrial wear.,10,pinnacle
502,BUNNJACK-S-N,Bunny Jacket,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""S"",""Colour"":""Navy""}",,,,,,,/04/1.png,,"The Pinnacle Bunny Jacket offers lightweight insulated warmth suitable for outdoor and industrial wear. Its quilted construction traps heat while remaining breathable and comfortable. Suitable for construction, logistics and general outdoor work in cooler conditions.",Insulated bunny jacket offering lightweight warmth for outdoor and industrial wear.,10,pinnacle
502,BUNNJACK-M-N,Bunny Jacket,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""M"",""Colour"":""Navy""}",,,,,,,/04/1.png,,"The Pinnacle Bunny Jacket offers lightweight insulated warmth suitable for outdoor and industrial wear. Its quilted construction traps heat while remaining breathable and comfortable. Suitable for construction, logistics and general outdoor work in cooler conditions.",Insulated bunny jacket offering lightweight warmth for outdoor and industrial wear.,10,pinnacle
502,BUNNJACK-L-N,Bunny Jacket,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""L"",""Colour"":""Navy""}",,,,,,,/04/1.png,,"The Pinnacle Bunny Jacket offers lightweight insulated warmth suitable for outdoor and industrial wear. Its quilted construction traps heat while remaining breathable and comfortable. Suitable for construction, logistics and general outdoor work in cooler conditions.",Insulated bunny jacket offering lightweight warmth for outdoor and industrial wear.,10,pinnacle
502,BUNNJACK-XL-N,Bunny Jacket,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""XL"",""Colour"":""Navy""}",,,,,,,/04/1.png,,"The Pinnacle Bunny Jacket offers lightweight insulated warmth suitable for outdoor and industrial wear. Its quilted construction traps heat while remaining breathable and comfortable. Suitable for construction, logistics and general outdoor work in cooler conditions.",Insulated bunny jacket offering lightweight warmth for outdoor and industrial wear.,10,pinnacle
502,BUNNJACK-2XL-N,Bunny Jacket,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""2XL"",""Colour"":""Navy""}",,,,,,,/04/1.png,,"The Pinnacle Bunny Jacket offers lightweight insulated warmth suitable for outdoor and industrial wear. Its quilted construction traps heat while remaining breathable and comfortable. Suitable for construction, logistics and general outdoor work in cooler conditions.",Insulated bunny jacket offering lightweight warmth for outdoor and industrial wear.,10,pinnacle
502,BUNNJACK-3XL-N,Bunny Jacket,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""3XL"",""Colour"":""Navy""}",,,,,,,/04/1.png,,"The Pinnacle Bunny Jacket offers lightweight insulated warmth suitable for outdoor and industrial wear. Its quilted construction traps heat while remaining breathable and comfortable. Suitable for construction, logistics and general outdoor work in cooler conditions.",Insulated bunny jacket offering lightweight warmth for outdoor and industrial wear.,10,pinnacle
502,BUNNJACK-4XL-N,Bunny Jacket,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""4XL"",""Colour"":""Navy""}",,,,,,,/04/1.png,,"The Pinnacle Bunny Jacket offers lightweight insulated warmth suitable for outdoor and industrial wear. Its quilted construction traps heat while remaining breathable and comfortable. Suitable for construction, logistics and general outdoor work in cooler conditions.",Insulated bunny jacket offering lightweight warmth for outdoor and industrial wear.,10,pinnacle
502,13-5XL-N,Bunny Jacket,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""5XL"",""Colour"":""Navy""}",,,,,,,/04/1.png,,"The Pinnacle Bunny Jacket offers lightweight insulated warmth suitable for outdoor and industrial wear. Its quilted construction traps heat while remaining breathable and comfortable. Suitable for construction, logistics and general outdoor work in cooler conditions.",Insulated bunny jacket offering lightweight warmth for outdoor and industrial wear.,10,pinnacle
503,13-FR59J-S-N,D59 Flame & Acid Resist Winter Jacket,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""S"",""Colour"":""Navy""}",,,,,,,/04/1.png,,"The Pinnacle D59 Flame- and Acid-Resistant Winter Jacket combines insulated warmth with protection against flame and acid exposure for hazardous cold-weather work. Its durable construction is designed for demanding industrial environments. Suitable for mining, welding and industrial environments involving fire or chemical hazards in cold conditions.",D59 flame- and acid-resistant winter jacket for hazardous cold-weather work.,10,pinnacle
503,13-FR59J-M-N,D59 Flame & Acid Resist Winter Jacket,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""M"",""Colour"":""Navy""}",,,,,,,/04/1.png,,"The Pinnacle D59 Flame- and Acid-Resistant Winter Jacket combines insulated warmth with protection against flame and acid exposure for hazardous cold-weather work. Its durable construction is designed for demanding industrial environments. Suitable for mining, welding and industrial environments involving fire or chemical hazards in cold conditions.",D59 flame- and acid-resistant winter jacket for hazardous cold-weather work.,10,pinnacle
503,13-FR59J-L-N,D59 Flame & Acid Resist Winter Jacket,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""L"",""Colour"":""Navy""}",,,,,,,/04/1.png,,"The Pinnacle D59 Flame- and Acid-Resistant Winter Jacket combines insulated warmth with protection against flame and acid exposure for hazardous cold-weather work. Its durable construction is designed for demanding industrial environments. Suitable for mining, welding and industrial environments involving fire or chemical hazards in cold conditions.",D59 flame- and acid-resistant winter jacket for hazardous cold-weather work.,10,pinnacle
503,13-FR59J-XL-N,D59 Flame & Acid Resist Winter Jacket,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""XL"",""Colour"":""Navy""}",,,,,,,/04/1.png,,"The Pinnacle D59 Flame- and Acid-Resistant Winter Jacket combines insulated warmth with protection against flame and acid exposure for hazardous cold-weather work. Its durable construction is designed for demanding industrial environments. Suitable for mining, welding and industrial environments involving fire or chemical hazards in cold conditions.",D59 flame- and acid-resistant winter jacket for hazardous cold-weather work.,10,pinnacle
503,13-FR59J-2XL-N,D59 Flame & Acid Resist Winter Jacket,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""2XL"",""Colour"":""Navy""}",,,,,,,/04/1.png,,"The Pinnacle D59 Flame- and Acid-Resistant Winter Jacket combines insulated warmth with protection against flame and acid exposure for hazardous cold-weather work. Its durable construction is designed for demanding industrial environments. Suitable for mining, welding and industrial environments involving fire or chemical hazards in cold conditions.",D59 flame- and acid-resistant winter jacket for hazardous cold-weather work.,10,pinnacle
504,DISPCOVENONWOV-S-W,Disposable Coveralls (Non Woven) 40GSM with Zip & Hood,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""S"",""Colour"":""White""}",,,,,,,/04/1.png,,"Non-Woven Coverall 40gsm - basic disposable full-body protective suit manufactured from 40gsm polypropylene for light contamination control. Zipper front with elastic wrists and ankles provides economical whole-body protection during facility maintenance, general cleaning, and low-hazard industrial tasks.",40gsm non-woven disposable coverall with zip and hood for light contamination control.,10,pinnacle
504,DISPCOVENONWOV-M-W,Disposable Coveralls (Non Woven) 40GSM with Zip & Hood,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""M"",""Colour"":""White""}",,,,,,,/04/1.png,,"Non-Woven Coverall 40gsm - basic disposable full-body protective suit manufactured from 40gsm polypropylene for light contamination control. Zipper front with elastic wrists and ankles provides economical whole-body protection during facility maintenance, general cleaning, and low-hazard industrial tasks.",40gsm non-woven disposable coverall with zip and hood for light contamination control.,10,pinnacle
504,DISPCOVENONWOV-L-W,Disposable Coveralls (Non Woven) 40GSM with Zip & Hood,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""L"",""Colour"":""White""}",,,,,,,/04/1.png,,"Non-Woven Coverall 40gsm - basic disposable full-body protective suit manufactured from 40gsm polypropylene for light contamination control. Zipper front with elastic wrists and ankles provides economical whole-body protection during facility maintenance, general cleaning, and low-hazard industrial tasks.",40gsm non-woven disposable coverall with zip and hood for light contamination control.,10,pinnacle
504,DISPCOVENONWOV-XL-W,Disposable Coveralls (Non Woven) 40GSM with Zip & Hood,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""XL"",""Colour"":""White""}",,,,,,,/04/1.png,,"Non-Woven Coverall 40gsm - basic disposable full-body protective suit manufactured from 40gsm polypropylene for light contamination control. Zipper front with elastic wrists and ankles provides economical whole-body protection during facility maintenance, general cleaning, and low-hazard industrial tasks.",40gsm non-woven disposable coverall with zip and hood for light contamination control.,10,pinnacle
504,DISPCOVENONWOV-2XL-W,Disposable Coveralls (Non Woven) 40GSM with Zip & Hood,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""2XL"",""Colour"":""White""}",,,,,,,/04/1.png,,"Non-Woven Coverall 40gsm - basic disposable full-body protective suit manufactured from 40gsm polypropylene for light contamination control. Zipper front with elastic wrists and ankles provides economical whole-body protection during facility maintenance, general cleaning, and low-hazard industrial tasks.",40gsm non-woven disposable coverall with zip and hood for light contamination control.,10,pinnacle
504,DISPCOVENONWOV-3XL-W,Disposable Coveralls (Non Woven) 40GSM with Zip & Hood,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""3XL"",""Colour"":""White""}",,,,,,,/04/1.png,,"Non-Woven Coverall 40gsm - basic disposable full-body protective suit manufactured from 40gsm polypropylene for light contamination control. Zipper front with elastic wrists and ankles provides economical whole-body protection during facility maintenance, general cleaning, and low-hazard industrial tasks.",40gsm non-woven disposable coverall with zip and hood for light contamination control.,10,pinnacle
504,DISPCOVENONWOV-S-B,Disposable Coveralls (Non Woven) 40GSM with Zip & Hood,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""S"",""Colour"":""Blue""}",,,,,,,/04/1.png,,"Non-Woven Coverall 40gsm - basic disposable full-body protective suit manufactured from 40gsm polypropylene for light contamination control. Zipper front with elastic wrists and ankles provides economical whole-body protection during facility maintenance, general cleaning, and low-hazard industrial tasks.",40gsm non-woven disposable coverall with zip and hood for light contamination control.,10,pinnacle
504,DISPCOVENONWOV-M-B,Disposable Coveralls (Non Woven) 40GSM with Zip & Hood,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""M"",""Colour"":""Blue""}",,,,,,,/04/1.png,,"Non-Woven Coverall 40gsm - basic disposable full-body protective suit manufactured from 40gsm polypropylene for light contamination control. Zipper front with elastic wrists and ankles provides economical whole-body protection during facility maintenance, general cleaning, and low-hazard industrial tasks.",40gsm non-woven disposable coverall with zip and hood for light contamination control.,10,pinnacle
504,DISPCOVENONWOV-L-B,Disposable Coveralls (Non Woven) 40GSM with Zip & Hood,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""L"",""Colour"":""Blue""}",,,,,,,/04/1.png,,"Non-Woven Coverall 40gsm - basic disposable full-body protective suit manufactured from 40gsm polypropylene for light contamination control. Zipper front with elastic wrists and ankles provides economical whole-body protection during facility maintenance, general cleaning, and low-hazard industrial tasks.",40gsm non-woven disposable coverall with zip and hood for light contamination control.,10,pinnacle
504,DISPCOVENONWOV-XL-B,Disposable Coveralls (Non Woven) 40GSM with Zip & Hood,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""XL"",""Colour"":""Blue""}",,,,,,,/04/1.png,,"Non-Woven Coverall 40gsm - basic disposable full-body protective suit manufactured from 40gsm polypropylene for light contamination control. Zipper front with elastic wrists and ankles provides economical whole-body protection during facility maintenance, general cleaning, and low-hazard industrial tasks.",40gsm non-woven disposable coverall with zip and hood for light contamination control.,10,pinnacle
504,DISPCOVENONWOV-2XL-B,Disposable Coveralls (Non Woven) 40GSM with Zip & Hood,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""2XL"",""Colour"":""Blue""}",,,,,,,/04/1.png,,"Non-Woven Coverall 40gsm - basic disposable full-body protective suit manufactured from 40gsm polypropylene for light contamination control. Zipper front with elastic wrists and ankles provides economical whole-body protection during facility maintenance, general cleaning, and low-hazard industrial tasks.",40gsm non-woven disposable coverall with zip and hood for light contamination control.,10,pinnacle
504,DISPCOVENONWOV-3XL-B,Disposable Coveralls (Non Woven) 40GSM with Zip & Hood,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""3XL"",""Colour"":""Blue""}",,,,,,,/04/1.png,,"Non-Woven Coverall 40gsm - basic disposable full-body protective suit manufactured from 40gsm polypropylene for light contamination control. Zipper front with elastic wrists and ankles provides economical whole-body protection during facility maintenance, general cleaning, and low-hazard industrial tasks.",40gsm non-woven disposable coverall with zip and hood for light contamination control.,10,pinnacle
505,DISPOVERTYPE45-M-B,"Disposable Overall Type 4/5/6, EN1149,EN13034",,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""M"",""Colour"":""Blue""}",,,,,,,/04/1.png,,"The Pinnacle Type 4/5/6 Disposable Overall is certified to EN1149 and EN13034 for protection against electrostatic discharge and light chemical splash. Its disposable construction offers convenient, hygienic single-use coverage. Suitable for chemical handling, spray painting and light industrial contamination-control tasks.",Type 4/5/6 disposable overall certified to EN1149 and EN13034 for chemical protection.,10,pinnacle
505,DISPOVERTYPE45-L-B,"Disposable Overall Type 4/5/6, EN1149,EN13034",,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""L"",""Colour"":""Blue""}",,,,,,,/04/1.png,,"The Pinnacle Type 4/5/6 Disposable Overall is certified to EN1149 and EN13034 for protection against electrostatic discharge and light chemical splash. Its disposable construction offers convenient, hygienic single-use coverage. Suitable for chemical handling, spray painting and light industrial contamination-control tasks.",Type 4/5/6 disposable overall certified to EN1149 and EN13034 for chemical protection.,10,pinnacle
505,DISPOVERTYPE45-XL-B,"Disposable Overall Type 4/5/6, EN1149,EN13034",,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""XL"",""Colour"":""Blue""}",,,,,,,/04/1.png,,"The Pinnacle Type 4/5/6 Disposable Overall is certified to EN1149 and EN13034 for protection against electrostatic discharge and light chemical splash. Its disposable construction offers convenient, hygienic single-use coverage. Suitable for chemical handling, spray painting and light industrial contamination-control tasks.",Type 4/5/6 disposable overall certified to EN1149 and EN13034 for chemical protection.,10,pinnacle
505,DISPOVERTYPE45-2XL-B,"Disposable Overall Type 4/5/6, EN1149,EN13034",,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""2XL"",""Colour"":""Blue""}",,,,,,,/04/1.png,,"The Pinnacle Type 4/5/6 Disposable Overall is certified to EN1149 and EN13034 for protection against electrostatic discharge and light chemical splash. Its disposable construction offers convenient, hygienic single-use coverage. Suitable for chemical handling, spray painting and light industrial contamination-control tasks.",Type 4/5/6 disposable overall certified to EN1149 and EN13034 for chemical protection.,10,pinnacle
505,DISPOVERTYPE45-3XL-B,"Disposable Overall Type 4/5/6, EN1149,EN13034",,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""3XL"",""Colour"":""Blue""}",,,,,,,/04/1.png,,"The Pinnacle Type 4/5/6 Disposable Overall is certified to EN1149 and EN13034 for protection against electrostatic discharge and light chemical splash. Its disposable construction offers convenient, hygienic single-use coverage. Suitable for chemical handling, spray painting and light industrial contamination-control tasks.",Type 4/5/6 disposable overall certified to EN1149 and EN13034 for chemical protection.,10,pinnacle
506,"13-18""-18""-W",Mop Cap 18,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""18\"""",""Colour"":""White""}",,,,,,,/04/1.png,,"Mop Caps 18"" Single Stitch 10gsm - disposable head covers with single stitch elastic band providing hair containment for food processing and hygiene applications. The 18-inch diameter 10gsm non-woven fabric construction offers economical head protection for kitchens, bakeries, and food packaging facilities.",18-inch single-stitch disposable mop cap for hygienic food-processing environments.,10,pinnacle
506,"13-18""-18""-B",Mop Cap 18,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""18\"""",""Colour"":""Blue""}",,,,,,,/04/1.png,,"Mop Caps 18"" Single Stitch 10gsm - disposable head covers with single stitch elastic band providing hair containment for food processing and hygiene applications. The 18-inch diameter 10gsm non-woven fabric construction offers economical head protection for kitchens, bakeries, and food packaging facilities.",18-inch single-stitch disposable mop cap for hygienic food-processing environments.,10,pinnacle
506,"13-18""-18""-R",Mop Cap 18,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""18\"""",""Colour"":""Red""}",,,,,,,/04/1.png,,"Mop Caps 18"" Single Stitch 10gsm - disposable head covers with single stitch elastic band providing hair containment for food processing and hygiene applications. The 18-inch diameter 10gsm non-woven fabric construction offers economical head protection for kitchens, bakeries, and food packaging facilities.",18-inch single-stitch disposable mop cap for hygienic food-processing environments.,10,pinnacle
506,"13-18""-18""-G",Mop Cap 18,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""18\"""",""Colour"":""Green""}",,,,,,,/04/1.png,,"Mop Caps 18"" Single Stitch 10gsm - disposable head covers with single stitch elastic band providing hair containment for food processing and hygiene applications. The 18-inch diameter 10gsm non-woven fabric construction offers economical head protection for kitchens, bakeries, and food packaging facilities.",18-inch single-stitch disposable mop cap for hygienic food-processing environments.,10,pinnacle
506,"13-18""-18""-Y",Mop Cap 18,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""18\"""",""Colour"":""Yellow""}",,,,,,,/04/1.png,,"Mop Caps 18"" Single Stitch 10gsm - disposable head covers with single stitch elastic band providing hair containment for food processing and hygiene applications. The 18-inch diameter 10gsm non-woven fabric construction offers economical head protection for kitchens, bakeries, and food packaging facilities.",18-inch single-stitch disposable mop cap for hygienic food-processing environments.,10,pinnacle
506,"13-18""-18""-BLK",Mop Cap 18,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""18\"""",""Colour"":""Black""}",,,,,,,/04/1.png,,"Mop Caps 18"" Single Stitch 10gsm - disposable head covers with single stitch elastic band providing hair containment for food processing and hygiene applications. The 18-inch diameter 10gsm non-woven fabric construction offers economical head protection for kitchens, bakeries, and food packaging facilities.",18-inch single-stitch disposable mop cap for hygienic food-processing environments.,10,pinnacle
507,13-100260,"Disposable Shoe Cover (Non Woven, 50gsm) ( Min Order 1000/Box)",,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,,,,,,,,/02/Disposable-Shoe-Cover-non-woven-50gsmmin-order-1000box.png,,"Non-Woven Overshoes 50gsm - disposable shoe covers manufactured from durable 50gsm non-woven polypropylene preventing floor contamination in clean environments. Elastic ankle band ensures secure fit over work boots and shoes during facility walkthroughs. Suitable for healthcare visitors, pharmaceutical clean rooms, electronics manufacturing, and controlled environments.",50gsm non-woven disposable shoe cover for contamination control in clean environments.,10,pinnacle
508,13-100266,Clear Deli Glove ( Min Order 1000/Box),,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,,,,,,,,/02/Clear-Deli-Glovemin-order-1000box.webp,,"The Pinnacle Clear Deli Glove is a disposable glove designed for hygienic food handling in delicatessens and food-service environments. Its loose-fitting design allows quick one-handed donning for efficient service. Suitable for delis, butcheries and catering operations requiring frequent glove changes.",Clear disposable deli glove for hygienic food handling.,10,pinnacle
509,13-100266A-W,PE Sleeve Cover ( Min Order 1000/Box),,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Colour"":""White""}",,,,,,,/04/1.png,,"The Pinnacle PE Sleeve Cover provides disposable protection for the forearms during food handling and processing tasks. Its waterproof polyethylene construction helps protect against splashes and light contamination. Suitable for food processing, cleaning and general hygiene-sensitive applications.",Disposable PE sleeve cover for hygienic protection during food handling and processing.,10,pinnacle
509,13-100266B-B,PE Sleeve Cover ( Min Order 1000/Box),,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Colour"":""Blue""}",,,,,,,/04/1.png,,"The Pinnacle PE Sleeve Cover provides disposable protection for the forearms during food handling and processing tasks. Its waterproof polyethylene construction helps protect against splashes and light contamination. Suitable for food processing, cleaning and general hygiene-sensitive applications.",Disposable PE sleeve cover for hygienic protection during food handling and processing.,10,pinnacle
510,13-100266C-W,PE Apron ( Min Order 1000/Box),,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Colour"":""White""}",,,,,,,/04/1.png,,"Apron 15 micron - standard polyethylene disposable apron with 15 micron thickness balancing protection and cost for general food service and light cleaning. Waterproof construction prevents liquid penetration. Suitable for restaurants, cafeterias, and commercial kitchens.",15-micron disposable PE apron offering waterproof protection for food service and cleaning.,10,pinnacle
